PLOTIDd,LON,LAT,Modified_stratamap,old_strata,Intended_1A_yes2000,Intended_1B_no2000
20,121.40960316776282,16.009729008138354,66,60,60,60
35,123.49090642086287,13.904707796535,66,60,60,60
40,121.79551606843329,16.647086158111588,66,60,60,60
95,120.82372188035056,16.322343205692285,66,60,60,60
161,125.00977879899078,12.479619231763179,66,60,60,60
168,123.71324165848877,13.222616944793595,66,60,60,60
171,121.11504387037428,16.04314551143288,66,60,60,60
224,121.82354597765523,17.49168002954372,66,60,60,60
252,120.54101933266314,14.498673434157151,66,60,60,60
261,125.46522692148868,6.3416131224822845,66,60,60,60
265,121.19104032962817,13.96238180956027,66,60,60,60
283,120.41543766969494,14.931750246669921,66,60,60,60
284,120.96412559522041,14.33832416027524,66,60,60,60
340,121.93996864705964,12.09235522347351,66,60,60,60
356,123.15053431925125,8.114886133911375,66,60,60,60
367,122.07875816734818,12.413053771237339,66,60,60,60
422,122.52180552981645,10.846482389140732,66,60,60,60
471,121.39019715997821,16.097047124966934,66,60,60,60
472,120.05889240856249,15.035509069082554,66,60,60,60
479,123.11846446447488,8.144530237714681,66,60,60,60
547,121.2196097900776,19.10999482026451,66,60,60,60
554,124.69959035240993,7.354640618006227,66,60,60,60
555,124.54193883466534,8.407019680326828,66,60,60,60
581,125.40081520677168,7.016966272531932,66,60,60,60
591,120.31464414948286,14.817218236112165,66,60,60,60
621,124.28484044522682,9.818360836550877,66,60,60,60
640,124.91168303491604,11.926886901582241,66,60,60,60
658,124.50447792671535,8.49217959224554,66,60,60,60
680,124.14362517396525,6.6612325677911794,66,60,60,60
693,125.01624895461933,11.933357057210788,66,60,60,60
709,124.50124507845162,11.35717431458978,66,60,60,60
725,124.78636891801105,8.032419519028947,66,60,60,60
733,121.2850961481485,16.754345374851177,66,60,60,60
738,123.98542964589215,10.912508298439107,66,60,60,60
809,124.13796657472842,6.745045831191748,66,60,60,60
859,121.43870772033864,17.03084531297325,66,60,60,60
871,125.39111220287937,6.470699638878489,66,60,60,60
915,121.11369722185614,14.182826388339473,66,60,60,60
970,122.54579103438294,9.854742642045942,47,60,70,70
982,121.74242601129096,17.5350715418948,66,60,60,60
153,123.04408665890341,10.016710569610256,77,70,70,70
197,126.1098568652801,6.912400352828624,27,32,70,70
378,124.67264400474397,7.318530817675423,47,42,80,80
998,122.17442818044985,7.120720635843509,44,42,42,42
326,121.0579094085765,13.654886660015695,88,80,80,80
966,124.12637737109051,12.667998414867053,88,80,80,80
34,124.08891646314052,7.554069453520543,55,50,50,50
79,122.0671689637103,13.898777192133915,55,50,50,50
96,122.26362803792303,12.565858246136822,55,50,50,50
117,125.41429061015516,12.094241423219117,55,50,50,50
174,123.01039815044462,13.585627902453572,55,50,50,50
179,122.60481169592633,13.943782899066345,55,50,50,50
319,122.8678362306649,13.662431458998125,55,50,50,50
370,126.1713032777966,9.228974695710612,55,50,50,50
377,123.97977104665532,13.078975922558946,55,50,50,50
384,124.9060244356792,10.433618681703233,55,50,50,50
413,122.95892674698467,13.889346193405878,55,50,50,50
421,122.9923432502792,13.601524597709105,55,50,50,50
437,124.03528685477072,12.714350770317623,55,50,50,50
450,122.26524669160541,13.633866457649749,55,50,50,50
578,126.37638625344665,7.992265314042665,55,50,50,50
751,121.40421211458923,13.174917940824885,55,50,50,50
765,126.28233489402739,8.860849149142336,55,50,50,50
818,123.38337965806008,13.474324281058513,55,50,50,50
15,120.49951847915872,15.141149632139744,66,60,60,60
27,125.82661922546626,7.894709101195377,66,60,60,60
57,125.54634242875194,8.802368038826392,66,60,60,60
58,124.18189317920593,9.769315184064025,66,60,60,60
75,125.00681349679026,6.157817895261353,66,60,60,60
125,124.21019063449108,9.976556364623976,66,60,60,60
162,124.19186372916143,7.181627497132528,66,60,60,60
163,124.59664308638902,8.458223537723548,66,60,60,60
175,124.2937318927274,8.448520533831248,67,60,80,80
255,125.03457140084794,7.038793572188548,66,60,60,60
264,122.73982881672363,8.051825526813543,66,60,60,60
289,123.16374217657156,9.199602597071566,66,60,60,60
317,123.9902811478383,12.038725615103719,66,60,60,60
322,124.67587685300771,6.6375190683889524,67,60,80,80
336,126.02281075361579,6.9247966537572045,66,60,60,60
362,125.63770049113494,6.338108269054276,66,60,60,60
388,123.62053694758762,9.181275691741902,66,60,60,60
429,121.33360224940787,13.844072940410243,66,60,60,60
431,124.10454561233286,12.898413543601757,66,60,60,60
443,124.78987377143903,11.36229782170019,66,60,60,60
466,121.57075953893539,11.93497125179214,66,60,60,60
498,124.2185425307642,6.800829185370356,66,60,60,60
509,123.4989907710728,10.105103329792714,66,60,60,60
520,120.33216395752184,15.791710180332226,66,60,60,60
563,123.4033207579711,7.445191583098554,66,60,60,60
566,123.86469502576905,9.884119199786042,66,60,60,60
611,125.30217989146944,5.969978263384944,66,60,60,60
632,123.16239552805342,9.083719478894615,66,60,60,60
666,122.4210164687054,11.480067139622749,66,60,60,60
686,121.50608027815518,18.172424232766982,66,60,60,60
694,122.05477266278167,16.965086949738083,66,60,60,60
743,124.54894408242032,12.099632476392731,66,60,60,60
770,124.62008903972803,8.359048671193856,66,60,60,60
777,125.99100844490259,9.246494503749602,66,60,60,60
806,124.01615285215038,10.933800505969307,66,60,60,60
813,125.06933901176166,6.788704889606037,66,60,60,60
861,119.7724219204849,16.21400488649777,66,60,60,60
870,117.94012824751238,9.207419401218257,66,60,60,60
873,121.2780864412925,17.817497625316904,66,60,60,60
882,120.42756196545928,16.37731946258022,66,60,60,60
939,124.73651170913244,10.442510129203804,66,60,60,60
948,123.20147063058477,10.403974577899923,66,60,60,60
955,120.49897892793128,14.952502902972657,66,60,60,60
120,120.90187208541325,12.708420165916538,11,31,80,31
122,122.11756572381634,6.705970728660402,17,31,70,70
129,124.38670860879277,8.381147976014734,17,31,70,80
158,121.19265898331057,13.643569461542048,17,31,70,70
211,121.51012468281064,13.126674926527658,17,31,70,70
254,121.41391511848153,12.562353392708813,17,31,80,80
344,123.46180186828705,8.593240658520834,17,31,80,80
399,124.66482720059726,6.240819602270195,17,31,70,70
432,123.43135066719304,12.47773303201757,17,31,80,80
514,122.16687892236637,7.578054958087025,17,31,70,70
525,121.35381535448316,14.117068025104308,17,31,70,70
548,121.98443480276464,6.64856426169834,17,31,70,70
583,123.81915422671018,8.07230617795202,11,31,80,31
598,124.98849105056163,11.148318939448483,66,31,60,60
641,123.62188359610575,12.27076385662188,17,31,80,80
661,122.72069035500225,7.8639858949371355,17,31,80,80
681,122.3972985102021,13.95186724927624,11,31,31,31
773,121.8464523797668,14.013853213020194,17,31,80,80
953,125.25043648284526,12.379097716715348,17,31,70,70
59,123.66823595155633,8.464149683023576,77,41,70,70
80,125.06502706104297,11.786478727611337,77,41,70,70
157,125.99801815175861,9.906753596733333,27,41,80,80
220,126.14974352420319,8.401089075925743,33,41,80,41
249,122.25150374215866,13.673753116572824,66,41,60,60
300,126.08775756045921,8.00574071742618,33,41,41,41
352,122.73093291012201,7.888778496794294,27,41,70,80
365,121.98308369514544,14.770861421560541,37,41,70,80
417,124.4163527125961,12.659102508265429,37,41,70,80
428,126.04517760449984,9.224934750156194,37,41,70,80
772,125.6255761953706,9.052996272636372,37,41,80,80
774,126.53350267906484,7.668066371951882,27,41,80,80
817,125.30164034024199,6.84502779501211,57,41,80,80
920,124.18270027649659,7.536282099418344,88,41,80,80
929,123.56852153379916,13.370030366519464,37,41,80,80
5,124.021543905324,11.932817505983321,77,70,70,70
31,122.82822157690609,11.359060514335392,77,70,70,70
111,124.1783883257779,12.41736572195602,77,70,70,70
127,123.78843102045195,9.74694387407889,77,70,70,70
272,125.48867287482771,11.266895354661717,77,70,70,70
381,124.67075334589728,12.162965088654827,77,70,70,70
438,122.29165794714496,7.990379114297057,77,70,70,70
504,123.01524965239076,8.000621669416825,77,70,70,70
612,121.88283418526186,15.029310918618265,77,70,70,70
683,124.69419929923632,9.131150936800118,77,70,70,70
783,123.5302535285585,10.135019438760281,66,70,60,60
791,125.25097603407274,12.251897400064752,77,70,70,70
25,126.30308309122908,6.97384676534511,27,32,80,80
54,122.27521724156088,6.968455712171493,27,32,80,80
98,122.92955018924457,8.138064541187186,27,32,70,70
259,124.6443465494588,12.300675506488394,27,32,70,70
313,120.4776911795021,17.31300385033214,27,32,80,80
342,120.95631325017479,13.426085725862333,27,32,70,70
351,125.43962276323981,11.246682249586447,27,32,70,70
415,124.20830443474549,8.186303096383364,27,32,80,80
728,121.33171604966228,5.949225607082209,27,32,80,80
749,125.17955907160074,6.922370902784129,27,32,70,70
878,122.09222911163063,13.860781192057502,27,32,80,80
945,125.23130248022494,6.756363029665393,27,32,80,80
952,126.49873506815109,7.180815940740799,66,32,60,60
978,125.74577126426624,7.643001764930465,27,32,80,80
989,124.57562288402309,7.096195580049556,27,32,70,70
12,122.12403142034381,13.851345734228412,55,42,50,50
107,123.81079787133604,12.966325652645743,47,42,70,70
244,123.0934043165545,8.467922082514791,44,42,42,42
251,122.24961754241306,7.972863765359122,44,42,42,42
349,122.21835478492734,10.665652464120344,47,42,70,70
382,123.31789329998918,8.394623379398249,47,42,80,80
465,124.36353020151698,7.536010094254085,44,42,42,42
573,120.34617445303178,15.278052952682636,47,42,70,70
690,121.94643434358714,13.869672639558077,47,42,70,70
722,124.3311928006774,9.631600307129402,47,42,80,80
766,123.47716347141618,8.359855768484529,47,42,70,70
816,117.03300886110885,8.123777581411947,47,42,70,70
937,126.09530235944165,7.564847100766721,44,42,42,42
45,123.10337486651002,9.662863064615111,88,80,70,80
76,122.36496110936255,14.09119632079221,88,80,80,80
110,124.98256044616056,10.272457851429591,88,80,80,80
113,126.00313719976798,6.983549769237406,88,80,80,80
131,125.08793346315454,7.237143305247928,88,80,80,80
299,123.25941218967326,8.467654536451585,88,80,80,80
363,122.10920936844217,13.771037324255852,88,80,80,80
433,124.33092079551314,6.158357446488819,88,80,80,80
503,123.61137349492279,12.25027874638235,15,80,50,50
590,126.03143465505315,7.574550104659017,88,80,80,80
717,126.12548601447241,7.952918206347062,27,80,80,80
837,125.45902877102439,11.747136079016784,88,80,80,80
951,123.88436857961685,12.70572686888026,88,80,80,80
981,122.42667506794223,14.265293003221903,88,80,80,80
242,122.32884684993066,10.74192092853848,66,60,60,60
343,125.74927165859319,8.201932245575692,,60,90,90
62,121.15870292878859,13.052025115791919,76,60,60,60
104,125.11380516746662,5.978602164822309,66,60,60,60
214,122.18601738408779,7.764811028407446,66,60,60,60
268,121.1681339275166,13.200250093909514,66,60,60,60
366,120.682506609089,16.157414435028485,66,60,60,60
379,122.47464607707519,13.946748201266887,66,60,60,60
645,124.6168561914643,8.22672484743285,66,60,60,60
685,120.26937089648723,15.175645237889196,66,60,60,60
967,124.72465495943135,6.47824443786092,66,60,60,60
213,125.03322475232982,12.296363555769712,66,70,60,60
840,124.30532109636529,13.592365604145328,66,60,60,60
7,124.80846822283192,11.077981079431428,57,50,80,80
32,122.03859950326083,12.577987001002192,55,50,50,50
155,121.11369722185614,13.192165743699615,55,50,50,50
164,122.07794661095642,16.681309758696784,55,50,50,50
501,126.2012149276631,7.404230280821597,57,50,80,80
538,122.1838591791779,16.240955693264787,55,50,50,50
620,121.23011989126056,14.831228731622096,55,50,50,50
867,120.93502104264456,13.372995668720009,88,50,80,80
606,121.40744496285294,17.123010472646925,66,60,60,60
39,118.6537494028027,9.621629757173896,47,31,70,70
215,120.62321840148236,17.2087099357931,17,31,70,80
371,119.38973740897715,10.987158109174842,17,31,80,80
635,121.5869282393552,14.712384770345656,17,31,80,80
656,122.23317683682899,17.267998143399712,17,31,70,70
714,124.58316768300551,12.41763772712028,17,31,80,80
291,125.32859114700902,8.86434954346929,33,41,41,41
176,119.38515791219525,10.37109316673181,77,70,70,70
294,124.26786018841531,6.752051078946711,77,70,70,70
524,121.12609352278471,16.92439319352433,77,70,70,70
626,126.32437529875928,8.12647533754928,77,70,70,70
697,121.51201088255625,14.68732016332423,77,70,70,70
227,125.77083141218662,8.124317132639412,27,32,70,70
483,120.81887037840441,14.050235018515258,27,32,80,80
802,126.08101985876748,9.797073088121724,88,32,70,80
44,125.6333929995173,10.195114743657573,47,42,70,70
136,125.47465792021673,8.806407984380815,88,80,80,80
186,120.94445204137261,12.7251284175638,88,80,80,80
19,121.2179911363952,18.2236280901637,17,31,80,80
38,122.30162849710044,11.155324187203448,55,50,50,50
68,125.3024518966337,12.109603026348237,55,50,50,50
274,121.49664927942713,16.277337498759856,55,50,50,50
357,125.44447426518596,8.73768877804616,25,50,50,50
727,125.02406129966498,12.354577120022448,55,50,41,50
972,121.64001829649753,14.4496277816703,55,50,50,50
143,124.94348534362922,8.411059625881249,47,60,80,80
616,121.9143644888108,16.622289097153377,66,60,60,60
14,119.22184333611277,10.129628385586663,17,31,80,80
103,122.05100026329046,16.672957862423686,77,31,70,70
142,120.93098109709017,12.723242217818191,17,31,70,70
234,121.25114009362652,16.47730142640058,17,31,80,80
253,120.44912171905267,17.30815680748705,17,31,80,80
302,121.13121257079408,14.940646153271544,11,31,31,31
461,121.09105836580781,15.218764745076017,17,31,70,70
695,124.68072835495386,12.193416289748807,17,31,70,70
703,117.5472056399859,8.755476132148356,17,31,80,80
826,120.81833082717694,17.2397051472156,17,31,70,70
848,118.67773490736919,9.589020351170046,17,31,80,80
895,121.58827488787333,14.81964398708524,17,31,80,80
979,122.00706919971192,17.9479352493323,11,31,80,31
639,122.20218608450755,10.751084381203311,37,41,70,70
763,125.41940965816454,8.82742818674676,37,41,80,80
13,121.96853364840806,14.74957367313139,47,70,70,80
119,121.2479027862617,16.247425848893343,77,70,70,70
311,121.16516862531608,13.676985964836572,77,70,70,70
985,121.36729075786664,17.141609383140842,77,70,70,70
23,120.05350581448991,12.194227846140535,66,32,60,60
124,124.7852898155561,6.909435050628083,66,32,31,60
165,121.38939006268755,16.24095569326479,27,32,80,80
269,123.46530672171505,13.796909028567947,27,32,80,80
348,122.82471672347806,7.873688898829433,27,32,70,80
486,125.36093300694965,5.698057822044762,27,32,80,80
536,124.52037908107195,6.155120139124018,27,32,70,70
576,125.17875197431005,7.22258879940948,27,32,70,70
688,117.62832114724917,9.00071331278472,27,32,70,70
761,125.64417064676347,8.621538113806004,27,32,80,80
786,125.93872548505095,7.856173549891497,88,32,80,80
796,120.70379435751812,16.50290558464947,27,32,80,80
853,122.35768385644332,11.284410703599653,27,32,70,70
992,119.99583180146463,15.538116644321706,27,32,70,70
37,120.84959358466264,13.449264133138145,47,42,80,80
200,122.1876315786691,7.542747795945839,47,42,80,80
182,123.09555806236332,11.372807922883164,88,80,80,80
229,123.80999077404536,8.372791620640577,37,80,80,80
425,120.84554918000718,16.18840518734993,88,80,80,80
491,117.28741395351109,8.611023553521976,55,80,50,50
546,120.78060237316375,17.478744177387675,88,80,80,80
572,124.93378233973691,7.229866052328703,88,80,80,80
637,124.11155531918885,13.665664307261872,88,80,80,80
650,126.25322588235049,8.904236202392365,57,80,80,80
841,125.29679329739689,8.61722616308732,88,80,80,80
919,121.96422169768934,20.43644806973411,88,80,80,80
260,121.47966902261561,15.868513736876784,55,50,50,50
810,126.05380150593723,8.494872889281819,55,50,50,50
492,122.22239918958282,10.972336057273187,17,31,70,70
55,125.61533364025084,9.152710690393528,33,41,80,41
81,120.88193098550224,13.395362519604092,33,41,80,41
191,124.34466820406091,8.192501246847652,37,41,70,70
556,124.97016414523199,8.46118883992409,33,41,41,41
668,125.5387976297695,7.6890865743178285,37,41,70,80
839,119.18438242816278,10.374870025324082,33,41,41,41
996,122.37196635711753,7.9014468028871345,33,41,41,41
99,122.16122032312954,11.080134825240242,74,70,42,42
368,125.16851387829135,7.394259730866094,77,70,70,70
71,120.41624476698561,15.176184789116666,77,32,70,70
187,121.01344325287151,16.86807028811826,27,32,80,80
147,125.06556661227044,7.713067619783258,47,42,80,80
177,118.64781879840163,9.940981656419584,47,42,80,80
206,125.6139869917327,5.897486657559075,17,42,80,80
230,124.12503072257239,9.812969783377262,44,42,42,42
411,125.1900691727837,8.684326715739571,44,42,42,42
446,122.90206429035113,11.310554413076005,47,42,80,80
65,120.92127809319786,18.506058632686855,27,80,80,80
338,124.5494836336478,9.909990904098137,88,80,80,80
427,120.44211647129771,14.459058780398337,88,80,80,80
663,121.38022661002272,17.418648872490383,47,80,80,80
902,126.20579442444499,7.785563684710184,88,80,80,80
892,124.88230647717592,10.891488096073163,77,70,70,70
93,120.7857214211731,15.038202366118838,66,60,60,60
61,124.61631664023683,8.09844542832732,44,42,42,42
74,125.35715614835738,7.87557509857504,66,60,60,60
262,122.99395744486056,8.137792536022925,37,41,80,80
940,122.86029143168246,7.6227886598551935,44,42,42,42
